id,sentence1,sentence2,paraphrase_type_ids,sentence1_segment_location,sentence2_segment_location,sentence1_tokenized,sentence2_tokenized
f1c306d9-91f8-4cd3-9ad8-472dbb3e0fe9,Veteran entertainer Bob Hope celebrates his 100th birthday - and many years in showbusiness - on Thursday.,Hollywood and the world are gearing up to celebrate legendary entertainer Bob Hope's 100th birthday on Thursday.,"[6, 14, 25, 29]","[14, 14, 14, 14, 14, 14, 14, 14, 25, 25, 25, 25, 25, 25, 25, 0, 0, 0]","[14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 25, 25, 25]","['Veteran', 'entertainer', 'Bob', 'Hope', 'celebrates', 'his', '100th', 'birthday', '-', 'and', 'many', 'years', 'in', 'showbusiness', '-', 'on', 'Thursday', '.']","['Hollywood', 'and', 'the', 'world', 'are', 'gearing', 'up', 'to', 'celebrate', 'legendary', 'entertainer', 'Bob', 'Hope', ""'s"", '100th', 'birthday', 'on', 'Thursday', '.\n']"
bbe669ac-b589-4193-98c0-b21603b9b3b8,He later learned that the incident was caused by the Concorde's sonic boom.,He later found out the alarming incident had been caused by Concorde's powerful sonic boom.,"[6, 11, 1, 24, 25, 25, 29]","[25, 25, 24, 24, 25, 25, 24, 24, 25, 24, 24, 24, 24, 24, 25]","[24, 24, 24, 24, 24, 25, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]","['He', 'later', 'learned', 'that', 'the', 'incident', 'was', 'caused', 'by', 'the', 'Concorde', ""'s"", 'sonic', 'boom', '.']","['He', 'later', 'found', 'out', 'the', 'alarming', 'incident', 'had', 'been', 'caused', 'by', 'Concorde', ""'s"", 'powerful', 'sonic', 'boom', '.\n']"
5026aed9-7ac3-48e1-a525-a0692bfbbd5a,And although he has acted in period dramas before in screen versions of Jane Austens Persuasion and Charlotte Brontes Jane Eyre Henchard is a breed apart.,"And although he has acted in period dramas before - in screen versions of Jane Austen's ""Persuasion"" and Charlotte Bronte's ""Jane Eyre"" - Henchard is a breed apart.","[4, 4, 29, 21, 21]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]","['And', 'although', 'he', 'has', 'acted', 'in', 'period', 'dramas', 'before', 'in', 'screen', 'versions', 'of', 'Jane', 'Austens', 'Persuasion', 'and', 'Charlotte', 'Brontes', 'Jane', 'Eyre', 'Henchard', 'is', 'a', 'breed', 'apart', '.']","['And', 'although', 'he', 'has', 'acted', 'in', 'period', 'dramas', 'before', '-', 'in', 'screen', 'versions', 'of', 'Jane', 'Austen', ""'s"", '``', 'Persuasion', ""''"", 'and', 'Charlotte', 'Bronte', ""'s"", '``', 'Jane', 'Eyre', ""''"", '-', 'Henchard', 'is', 'a', 'breed', 'apart', '.\n']"
1e21ec2b-6a9e-4976-a759-3028886da230,"The epidemic began in November in the mainland's Guangdong province, but the People's Republic of China refused to report truthfully about its spread for four months.","The PRC epidemic began in Guandong province in November, but the Communist Party government refused to report truthfully about its spread for four months.","[7, 11, 26, 25, 25, 29]","[25, 25, 25, 26, 26, 25, 11, 25, 25, 11, 11, 25, 25, 0, 7, 7, 7, 7, 7, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[25, 25, 25, 25, 25, 11, 11, 26, 26, 25, 25, 0, 7, 7, 7, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","['The', 'epidemic', 'began', 'in', 'November', 'in', 'the', 'mainland', ""'s"", 'Guangdong', 'province', ',', 'but', 'the', 'People', ""'s"", 'Republic', 'of', 'China', 'refused', 'to', 'report', 'truthfully', 'about', 'its', 'spread', 'for', 'four', 'months', '.']","['The', 'PRC', 'epidemic', 'began', 'in', 'Guandong', 'province', 'in', 'November', ',', 'but', 'the', 'Communist', 'Party', 'government', 'refused', 'to', 'report', 'truthfully', 'about', 'its', 'spread', 'for', 'four', 'months', '.\n']"
acf1910a-3d8e-48dc-8d3f-04e98debca5b,"Rich media doubled its share, increasing from 3% in Q2 2002 to 6% in Q2 2003.","Rich Media interactive ad formats doubled their share from 3% in second quarter of 2002, to 6% in the second quarter of 2003.","[6, 5, 8, 8, 25, 25, 29, 21]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","['Rich', 'media', 'doubled', 'its', 'share', ',', 'increasing', 'from', '3', '%', 'in', 'Q2', '2002', 'to', '6', '%', 'in', 'Q2', '2003', '.']","['Rich', 'Media', 'interactive', 'ad', 'formats', 'doubled', 'their', 'share', 'from', '3', '%', 'in', 'second', 'quarter', 'of', '2002', ',', 'to', '6', '%', 'in', 'the', 'second', 'quarter', 'of', '2003', '.\n']"
b2c9a6a9-9121-4f3b-b65a-f0f5e45c91bb,"Then they moved inside the mosque and started firing on the people,'' he told the Associated Press.","""Then they moved inside the mosque and started firing on the people.""","[25, 29, 21]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 25, 0, 25, 25, 25, 25, 25, 29]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 25, 29]","['Then', 'they', 'moved', 'inside', 'the', 'mosque', 'and', 'started', 'firing', 'on', 'the', 'people', ',', ""''"", 'he', 'told', 'the', 'Associated', 'Press', '.']","['``', 'Then', 'they', 'moved', 'inside', 'the', 'mosque', 'and', 'started', 'firing', 'on', 'the', 'people', '.', ""''\n""]"
d0373c14-aad6-4680-9fd6-114ff17b4af7,The justices declined without comment to review the ruling that upheld physicians' rights to speak freely with their patients.,The justices declined without comment to review a lower-court ruling that said doctors should be able to speak frankly with their patients.,"[6, 6, 6, 25, 29, 28]","[25, 25, 25, 25, 25, 25, 25, 6, 25, 25, 29, 6, 0, 29, 29, 25, 6, 25, 25, 25, 25]","[29, 29, 29, 29, 29, 29, 29, 6, 25, 29, 29, 0, 6, 0, 0, 0, 0, 29, 6, 29, 29, 29, 29]","['The', 'justices', 'declined', 'without', 'comment', 'to', 'review', 'the', 'ruling', 'that', 'upheld', 'physicians', ""'"", 'rights', 'to', 'speak', 'freely', 'with', 'their', 'patients', '.']","['The', 'justices', 'declined', 'without', 'comment', 'to', 'review', 'a', 'lower-court', 'ruling', 'that', 'said', 'doctors', 'should', 'be', 'able', 'to', 'speak', 'frankly', 'with', 'their', 'patients', '.\n']"
41bf482f-4db6-4941-b662-4b463312c4ce,"Under the NBC proposal, Vivendi would merge its U.S. film and TV business with NBC's broadcast network, Spanish-language network and cable channels including CNBC and Bravo.","Under a deal with General Electric's NBC, Vivendi's film and TV business would merge with NBC's broadcast network, Spanish- language network and cable channels including CNBC and Bravo.","[6, 11, 14, 25, 25, 29]","[25, 11, 11, 11, 25, 14, 14, 14, 14, 25, 14, 14, 14, 14, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[25, 11, 11, 11, 25, 25, 25, 11, 25, 14, 14, 14, 14, 14, 14, 14, 14, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","['Under', 'the', 'NBC', 'proposal', ',', 'Vivendi', 'would', 'merge', 'its', 'U.S.', 'film', 'and', 'TV', 'business', 'with', 'NBC', ""'s"", 'broadcast', 'network', ',', 'Spanish-language', 'network', 'and', 'cable', 'channels', 'including', 'CNBC', 'and', 'Bravo', '.']","['Under', 'a', 'deal', 'with', 'General', 'Electric', ""'s"", 'NBC', ',', 'Vivendi', ""'s"", 'film', 'and', 'TV', 'business', 'would', 'merge', 'with', 'NBC', ""'s"", 'broadcast', 'network', ',', 'Spanish-', 'language', 'network', 'and', 'cable', 'channels', 'including', 'CNBC', 'and', 'Bravo', '.\n']"
4f7f51a7-a6f0-468c-a67b-c33f578b8f9d,"Peck died peacefully at his Los Angeles home early Thursday with his wife of 48 years, Veronique, by his side.","Peck, who was 87, died peacefully at his Los Angeles home last Thursday with his French-born wife of 48 years, Veronique, at his side.","[6, 25, 25, 29, 30]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 6, 25, 25, 25]","[0, 25, 25, 25, 25, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0]","['Peck', 'died', 'peacefully', 'at', 'his', 'Los', 'Angeles', 'home', 'early', 'Thursday', 'with', 'his', 'wife', 'of', '48', 'years', ',', 'Veronique', ',', 'by', 'his', 'side', '.']","['Peck', ',', 'who', 'was', '87', ',', 'died', 'peacefully', 'at', 'his', 'Los', 'Angeles', 'home', 'last', 'Thursday', 'with', 'his', 'French-born', 'wife', 'of', '48', 'years', ',', 'Veronique', ',', 'at', 'his', 'side', '.\n']"
29e834dd-3c13-41f4-84ef-4bce586139a8,"Axelrod died in his sleep of heart failure, said his daughter, Nina Axelrod.","Axelrod died of heart failure while asleep at his Los Angeles home, said his daughter, Nina Axelrod.","[6, 26, 25, 29]","[25, 25, 26, 26, 26, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[0, 0, 0, 0, 0, 26, 26, 25, 25, 25, 25, 25, 0, 0, 0, 0, 0, 0, 0, 0]","['Axelrod', 'died', 'in', 'his', 'sleep', 'of', 'heart', 'failure', ',', 'said', 'his', 'daughter', ',', 'Nina', 'Axelrod', '.']","['Axelrod', 'died', 'of', 'heart', 'failure', 'while', 'asleep', 'at', 'his', 'Los', 'Angeles', 'home', ',', 'said', 'his', 'daughter', ',', 'Nina', 'Axelrod', '.\n']"
122e90a2-c2f7-43b2-8f8f-e9bf2abf5db0,"Fourteen of those infected passengers sat within four seats of the SARS patient and two were flight attendants, said Mike Ryan, WHO's global coordinator for anti-SARS efforts.","Of those, 14 were passengers sitting within four seats of the SARS patient and two were flight attendants, Ryan said.","[6, 6, 24, 8, 26, 26, 25, 29]","[8, 26, 26, 26, 26, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 26, 25, 25, 25, 25, 25, 25, 25, 25, 0]","[26, 26, 26, 8, 24, 24, 24, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 26, 25, 25]","['Fourteen', 'of', 'those', 'infected', 'passengers', 'sat', 'within', 'four', 'seats', 'of', 'the', 'SARS', 'patient', 'and', 'two', 'were', 'flight', 'attendants', ',', 'said', 'Mike', 'Ryan', ',', 'WHO', ""'s"", 'global', 'coordinator', 'for', 'anti-SARS', 'efforts', '.']","['Of', 'those', ',', '14', 'were', 'passengers', 'sitting', 'within', 'four', 'seats', 'of', 'the', 'SARS', 'patient', 'and', 'two', 'were', 'flight', 'attendants', ',', 'Ryan', 'said', '.\n']"
8277b743-d910-4b5a-ac84-4ed8e47de8d6,"Thousands of pounds of fireworks inside the warehouse and packed in the tractor-trailer rig exploded, the Bureau of Alcohol, Tobacco, Firearms and Explosives said.","Thousands of pounds of fireworks inside the Lamb Entertainment's warehouse and packed in the tractor-trailer rig exploded, the ATF said.","[6, 25, 29]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 6, 6, 6, 6, 6, 6, 6, 6, 6, 25, 25]","[0, 0, 0, 0, 0, 0, 0, 25, 25, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]","['Thousands', 'of', 'pounds', 'of', 'fireworks', 'inside', 'the', 'warehouse', 'and', 'packed', 'in', 'the', 'tractor-trailer', 'rig', 'exploded', ',', 'the', 'Bureau', 'of', 'Alcohol', ',', 'Tobacco', ',', 'Firearms', 'and', 'Explosives', 'said', '.']","['Thousands', 'of', 'pounds', 'of', 'fireworks', 'inside', 'the', 'Lamb', 'Entertainment', ""'s"", 'warehouse', 'and', 'packed', 'in', 'the', 'tractor-trailer', 'rig', 'exploded', ',', 'the', 'ATF', 'said', '.\n']"
16af7161-1f42-4b2b-8a83-39ede5b4b558,"Police say CIBA was involved in the importation of qat, a narcotic substance legal in Britain but banned in the United States.","Mr McKinlay said that CIBA was involved in the importation of qat, a narcotic substance legal in Britain but banned in the US.","[4, 6, 1, 25, 29]","[6, 1, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 4, 4, 25]","[6, 6, 1, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]","['Police', 'say', 'CIBA', 'was', 'involved', 'in', 'the', 'importation', 'of', 'qat', ',', 'a', 'narcotic', 'substance', 'legal', 'in', 'Britain', 'but', 'banned', 'in', 'the', 'United', 'States', '.']","['Mr', 'McKinlay', 'said', 'that', 'CIBA', 'was', 'involved', 'in', 'the', 'importation', 'of', 'qat', ',', 'a', 'narcotic', 'substance', 'legal', 'in', 'Britain', 'but', 'banned', 'in', 'the', 'US', '.\n']"
ac346830-d638-4be9-b091-aa6f03ddc3a9,"Ryan Harvey, an outfielder from Dunedin High School in Florida, was selected with the sixth pick by the Chicago Cubs.","Ryan Harvey, a high school outfielder from Florida, was chosen sixth by the Cubs.","[7, 5, 6, 7, 25, 29]","[25, 25, 25, 0, 25, 25, 7, 7, 7, 7, 7, 0, 25, 5, 6, 6, 6, 6, 25, 25, 7, 7, 25]","[0, 0, 0, 0, 25, 25, 0, 0, 7, 0, 0, 5, 6, 0, 0, 7, 0]","['Ryan', 'Harvey', ',', 'an', 'outfielder', 'from', 'Dunedin', 'High', 'School', 'in', 'Florida', ',', 'was', 'selected', 'with', 'the', 'sixth', 'pick', 'by', 'the', 'Chicago', 'Cubs', '.']","['Ryan', 'Harvey', ',', 'a', 'high', 'school', 'outfielder', 'from', 'Florida', ',', 'was', 'chosen', 'sixth', 'by', 'the', 'Cubs', '.\n']"
f48e9290-79b3-4a02-ab41-bbc3d8f2e880,Water samples are being tested in a state lab to determine what caused the reaction.,Water samples are being sent to the state health department for analysis.,"[6, 6, 25, 29]","[0, 0, 0, 0, 6, 6, 0, 0, 6, 25, 25, 25, 25, 25, 25, 0]","[25, 25, 25, 25, 6, 6, 0, 0, 6, 6, 6, 6, 25]","['Water', 'samples', 'are', 'being', 'tested', 'in', 'a', 'state', 'lab', 'to', 'determine', 'what', 'caused', 'the', 'reaction', '.']","['Water', 'samples', 'are', 'being', 'sent', 'to', 'the', 'state', 'health', 'department', 'for', 'analysis', '.\n']"
eb217233-b949-4d0c-98c0-adf6c2fde556,"""The United States welcomes a greater NATO role in Iraq's stabilization,"" Powell said.","""The United States welcomes a greater NATO role in Iraq's stabilization,"" Mr. Powell told his colleagues in a speech today.","[6, 7, 29]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 7, 6, 29]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 7, 7, 6, 0, 0, 0, 0, 0, 0, 29]","['``', 'The', 'United', 'States', 'welcomes', 'a', 'greater', 'NATO', 'role', 'in', 'Iraq', ""'s"", 'stabilization', ',', ""''"", 'Powell', 'said', '.']","['``', 'The', 'United', 'States', 'welcomes', 'a', 'greater', 'NATO', 'role', 'in', 'Iraq', ""'s"", 'stabilization', ',', ""''"", 'Mr.', 'Powell', 'told', 'his', 'colleagues', 'in', 'a', 'speech', 'today', '.\n']"
370657ae-ba89-4b22-85f7-d5d856d3dfd0,Downer originally said the 14 Kurds had not asked to be considered as refugees when they arrived in a boat off Melville Island last week.,Foreign Minister Alexander Downer yesterday claimed the group of 14 Kurds had not asked to be considered as refugees when they arrived off Melville Island last week.,"[6, 6, 11, 25, 25, 29, 30]","[6, 29, 6, 11, 11, 11, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[25, 25, 6, 6, 29, 6, 11, 11, 11, 11, 11, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","['Downer', 'originally', 'said', 'the', '14', 'Kurds', 'had', 'not', 'asked', 'to', 'be', 'considered', 'as', 'refugees', 'when', 'they', 'arrived', 'in', 'a', 'boat', 'off', 'Melville', 'Island', 'last', 'week', '.']","['Foreign', 'Minister', 'Alexander', 'Downer', 'yesterday', 'claimed', 'the', 'group', 'of', '14', 'Kurds', 'had', 'not', 'asked', 'to', 'be', 'considered', 'as', 'refugees', 'when', 'they', 'arrived', 'off', 'Melville', 'Island', 'last', 'week', '.\n']"
e6872633-5262-45c8-9eae-7ba56392deb3,Wild rock legend Ozzy Osbourne was in intensive care today as he continued his “steady” recovery from a quad bike accident.,"Wild rock legend Ozzy Osbourne could be kept in intensive care for “several days” following his quad bike accident, his doctor said tonight.","[6, 6, 6, 2, 25, 29, 30]","[25, 25, 25, 25, 25, 2, 25, 25, 25, 29, 6, 6, 6, 6, 6, 6, 6, 6, 25, 25, 25, 25]","[29, 29, 29, 29, 29, 2, 2, 2, 29, 29, 29, 0, 0, 0, 6, 6, 29, 29, 29, 25, 25, 25, 25, 25, 29]","['Wild', 'rock', 'legend', 'Ozzy', 'Osbourne', 'was', 'in', 'intensive', 'care', 'today', 'as', 'he', 'continued', 'his', '“steady”', 'recovery', 'from', 'a', 'quad', 'bike', 'accident', '.']","['Wild', 'rock', 'legend', 'Ozzy', 'Osbourne', 'could', 'be', 'kept', 'in', 'intensive', 'care', 'for', '“several', 'days”', 'following', 'his', 'quad', 'bike', 'accident', ',', 'his', 'doctor', 'said', 'tonight', '.\n']"
71ee58c2-a4d5-48a4-8a37-f7c752996eba,"""The free world and those who love freedom and peace must deal harshly with Hamas and the killers,"" he told reporters as he emerged from a church service.","""It is clear that the free world, those who love freedom and peace, must deal harshly with Hamas and the killers,"" he said.","[5, 17, 25, 25, 25, 29]","[0, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 25, 25, 25, 25, 25, 25, 25, 25, 0]","[25, 25, 25, 25, 25, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 5, 25]","['``', 'The', 'free', 'world', 'and', 'those', 'who', 'love', 'freedom', 'and', 'peace', 'must', 'deal', 'harshly', 'with', 'Hamas', 'and', 'the', 'killers', ',', ""''"", 'he', 'told', 'reporters', 'as', 'he', 'emerged', 'from', 'a', 'church', 'service', '.']","['``', 'It', 'is', 'clear', 'that', 'the', 'free', 'world', ',', 'those', 'who', 'love', 'freedom', 'and', 'peace', ',', 'must', 'deal', 'harshly', 'with', 'Hamas', 'and', 'the', 'killers', ',', ""''"", 'he', 'said', '.\n']"
0b9c6a9e-a85a-4edf-8629-9467fc38a4e9,He said the foodservice pie business doesn't fit the company's long-term growth strategy.,"""The foodservice pie business does not fit our long-term growth strategy.","[4, 6, 25, 29, 21]","[25, 25, 29, 29, 29, 29, 4, 4, 29, 6, 6, 6, 29, 29, 29, 29]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 25]","['He', 'said', 'the', 'foodservice', 'pie', 'business', 'does', ""n't"", 'fit', 'the', 'company', ""'s"", 'long-term', 'growth', 'strategy', '.']","['``', 'The', 'foodservice', 'pie', 'business', 'does', 'not', 'fit', 'our', 'long-term', 'growth', 'strategy', '.\n']"
eaece2c4-3b92-4f26-9d28-4574b0b2f1b2,Federal Emergency Management Administration designated $20 million to establish the registry.,The registry was launched with $20 million from the Federal Emergency Management Agency.,"[6, 6, 14, 29]","[14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 29]","[14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 29]","['Federal', 'Emergency', 'Management', 'Administration', 'designated', '$', '20', 'million', 'to', 'establish', 'the', 'registry', '.']","['The', 'registry', 'was', 'launched', 'with', '$', '20', 'million', 'from', 'the', 'Federal', 'Emergency', 'Management', 'Agency', '.\n']"
c5d58db8-a50e-4bd5-8095-8a89d242041c,"In addition to O'Connor, Rehnquist's majority opinion was joined by Justices David Souter, Ruth Bader Ginsburg, and Stephen Breyer.","Joining him in the majority opinion were Justices Sandra Day O'Connor, David H. Souter, Ruth Bader Ginsburg and Stephen G. Breyer.","[6, 6, 6, 6, 24, 17, 29, 21]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21]","['In', 'addition', 'to', ""O'Connor"", ',', 'Rehnquist', ""'s"", 'majority', 'opinion', 'was', 'joined', 'by', 'Justices', 'David', 'Souter', ',', 'Ruth', 'Bader', 'Ginsburg', ',', 'and', 'Stephen', 'Breyer', '.']","['Joining', 'him', 'in', 'the', 'majority', 'opinion', 'were', 'Justices', 'Sandra', 'Day', ""O'Connor"", ',', 'David', 'H.', 'Souter', ',', 'Ruth', 'Bader', 'Ginsburg', 'and', 'Stephen', 'G.', 'Breyer', '.\n']"
470befe9-f71c-4dd5-8745-d239ff3bb754,"Ultimately, however, Mrs Clinton decided she still loved her husband – although ""as a wife, I wanted to wring Bill's neck"".","She says she stayed in the marriage because she still loved him, although, ""as a wife, I wanted to wring Bill's neck"".","[6, 6, 25, 25, 25, 29, 21]","[25, 25, 25, 25, 6, 6, 25, 25, 25, 25, 6, 6, 0, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]","['Ultimately', ',', 'however', ',', 'Mrs', 'Clinton', 'decided', 'she', 'still', 'loved', 'her', 'husband', '–', 'although', '``', 'as', 'a', 'wife', ',', 'I', 'wanted', 'to', 'wring', 'Bill', ""'s"", 'neck', ""''"", '.']","['She', 'says', 'she', 'stayed', 'in', 'the', 'marriage', 'because', 'she', 'still', 'loved', 'him', ',', 'although', ',', '``', 'as', 'a', 'wife', ',', 'I', 'wanted', 'to', 'wring', 'Bill', ""'s"", 'neck', ""''"", '.\n']"
02874edb-c679-4f64-ae62-db9b0f23b165,"The Dow Jones industrial average closed down 18.06, or 0.2 per cent, at 9266.51.","The blue-chip Dow Jones industrial average .DJI slipped 44.32 points, or 0.48 percent, to 9,240.25.","[4, 6, 6, 25, 25, 25, 29, 30, 30, 30]","[25, 25, 25, 25, 25, 6, 6, 25, 25, 25, 25, 4, 4, 25, 6, 29, 25]","[29, 25, 29, 29, 29, 29, 25, 25, 25, 6, 0, 25, 29, 29, 0, 4, 29, 6, 0, 29]","['The', 'Dow', 'Jones', 'industrial', 'average', 'closed', 'down', '18.06', ',', 'or', '0.2', 'per', 'cent', ',', 'at', '9266.51', '.']","['The', 'blue-chip', 'Dow', 'Jones', 'industrial', 'average', '', '.DJI', '', 'slipped', '44.32', 'points', ',', 'or', '0.48', 'percent', ',', 'to', '9,240.25', '.\n']"
54b7531d-63f4-4918-bad1-c4e0c7b04f70,"Thirty-eight percent of patients surveyed in five urban clinics believed the myth that cancer spreads when exposed to air during surgery, according to a poll to be published Tuesday.","Thirty-eight percent of cancer patients in five urban clinics believed the myth that the disease spreads when exposed to air during surgery, according to a survey.","[6, 6, 25, 25, 25, 29]","[0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25, 25, 25, 25, 0]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 6, 6, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 6, 25]","['Thirty-eight', 'percent', 'of', 'patients', 'surveyed', 'in', 'five', 'urban', 'clinics', 'believed', 'the', 'myth', 'that', 'cancer', 'spreads', 'when', 'exposed', 'to', 'air', 'during', 'surgery', ',', 'according', 'to', 'a', 'poll', 'to', 'be', 'published', 'Tuesday', '.']","['Thirty-eight', 'percent', 'of', 'cancer', 'patients', 'in', 'five', 'urban', 'clinics', 'believed', 'the', 'myth', 'that', 'the', 'disease', 'spreads', 'when', 'exposed', 'to', 'air', 'during', 'surgery', ',', 'according', 'to', 'a', 'survey', '.\n']"
8acdea58-b57a-4d44-92a3-5c89f3045d99,"""Dan brings to Coca-Cola enormous experience in managing some of the world's largest and most familiar brands,"" Mr. Heyer said.","In a statement, Heyer said, ""Dan brings to Coca-Cola enormous experience in managing some of the world's largest and most familiar brands.","[7, 26, 25, 29, 21]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]","[25, 25, 25, 25, 7, 29, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 29]","['``', 'Dan', 'brings', 'to', 'Coca-Cola', 'enormous', 'experience', 'in', 'managing', 'some', 'of', 'the', 'world', ""'s"", 'largest', 'and', 'most', 'familiar', 'brands', ',', ""''"", 'Mr.', 'Heyer', 'said', '.']","['In', 'a', 'statement', ',', 'Heyer', 'said', ',', '``', 'Dan', 'brings', 'to', 'Coca-Cola', 'enormous', 'experience', 'in', 'managing', 'some', 'of', 'the', 'world', ""'s"", 'largest', 'and', 'most', 'familiar', 'brands', '.\n']"
4e64e66c-f32a-4d8a-881f-60793aee2b98,"On Sunday, a U.S. soldier was killed and another injured in southern Iraq when a munitions dump exploded.","On Sunday, a U.S. soldier was killed and another injured when a munitions dump they were guarding exploded in southern Iraq.","[26, 25, 29]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 26, 26, 26, 25, 25, 25, 25, 25, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 25, 25, 0, 26, 26, 26, 0]","['On', 'Sunday', ',', 'a', 'U.S.', 'soldier', 'was', 'killed', 'and', 'another', 'injured', 'in', 'southern', 'Iraq', 'when', 'a', 'munitions', 'dump', 'exploded', '.']","['On', 'Sunday', ',', 'a', 'U.S.', 'soldier', 'was', 'killed', 'and', 'another', 'injured', 'when', 'a', 'munitions', 'dump', 'they', 'were', 'guarding', 'exploded', 'in', 'southern', 'Iraq', '.\n']"
